Feature name;Feature value
Model;288E2A/00
Model;288E2UAE
Model;32E1N3600LA
Model;325B1L/00
Model;325E1C/00
Model;328B1
Model;328E1CA/00
Model;32M1C5200W
Model;346E2LAE
Model;34M1C5500VA
Model;346E2CUAE/00
Model;346P1CRH/00
Model;40B1U5600
Model;45B1U6900C
Model;45B1U6900CH
Model;499P9H/00
Model;Evnia 25M2N3200W
Model;F24T450FQRX
Model;LS24A600UCUXEN
Model;LS27B800PXUXEN
Model;LS24A600NAUXEN
Model;LS24C430GA
Model;LS24C432GA
Model;S60A
Model;S27A60PUUU
Model;S27A800UJP
Model;S27A800UNP
Model;LS27C432GA
Model;LS27C902PAUXDU
Model;U32R590CWP
Model;S32A600NAU
Model;LS32A600UUPXEN
Model;LS32BM700UPXEN
Model;S34BG850SU
Model;S34C500GAU
Model;S49A950UIP
Model;Odyssey G95SC
Model;QB24R-TB
Model;DM4240PEUZ
Model;Secondary
Model;29200
Model;XL2566K
Model;XL2540K
Model;XL2546K
Model;TUF Gaming A1 + SSD Patriot P300 512GB
Model;F5 2.5m czarna
Model;P7 1.5m czarna
Model;ROG STRIX Slice
Model;TUF Gaming P3
Model;TAURUS P018
Model;Internet Security
Model;Windows 10 Professional 64-bit
Model;Office 2021 Home&Business
Model;Chariot Core SL300
Model;Chariot SL300C
Model;Destrier Ergo
Kod produktu (producenta);TOR-MC-ABERDEEN-15-BLU
Kod produktu (producenta);ZL-LA-1W90TO
Kod produktu (producenta);50011
Kod produktu (producenta);100-100000031BOX
Kod produktu (producenta);TUF GAMING Z690-PLUS D4
Kod produktu (producenta);YD2700BBAF
Kod produktu (producenta);100-000000072
Kod produktu (producenta);DUAL-RTX4070-O12G
Kod produktu (producenta);EY3A005
Kod produktu (producenta);EY3A008
Kod produktu (producenta);EY3A002
Kod produktu (producenta);EY3A004
Kod produktu (producenta);SPC 308
Kod produktu (producenta);EY3B001
Kod produktu (producenta);EY3B004
Kod produktu (producenta);EY3B002
Kod produktu (producenta);EY3B005
Kod produktu (producenta);EY3B003
Kod produktu (producenta);EY3B006
Kod produktu (producenta);ASX8200PNP-1TT-C
Kod produktu (producenta);LNM620X512G-RNNNG
Kod produktu (producenta);M371 1TB
Kod produktu (producenta);P210S1TB25
Kod produktu (producenta);P300P1TBM28
Kod produktu (producenta);PX-256M9PeGN
Kod produktu (producenta);MZ-V8V1T0BW
Kod produktu (producenta);T253X6001T0C101
Kod produktu (producenta);EY7A007
Kod produktu (producenta);EY7A004
Kod produktu (producenta);DUAL-RTX4070-O12G-WHITE
Kod produktu (producenta);proart-rtx4070-o12g
Kod produktu (producenta);PROART-RTX4070TI-O12G
Kod produktu (producenta);TUF-RTX4070TI-12G-GAMING
Kod produktu (producenta);DUAL-RTX2060-6G-EVO
Kod produktu (producenta);DUAL-RTX2060-O6G-EVO
Kod produktu (producenta);DUAL-RTX3060-O12G-V2
Kod produktu (producenta);ROG-STRIX-RX6700XT-O12G-GAMING
Kod produktu (producenta);TUF-RX6700XT-O12G-GAMING
Kod produktu (producenta);GV-N4070WF3OC-12GD
Kod produktu (producenta);GV-N308TAORUSX WB-12GD
Kod produktu (producenta);GV-R65XTGAMING OC-4GD
Kod produktu (producenta);GeForce RTX™ 4080 16GB GAMING TRIO
Kod produktu (producenta);RTX 3060 VENTUS 2X 12G OC LHR
Kod produktu (producenta);NED4070019K9-1047J
Kod produktu (producenta);AXRX 6600XT 8GBD6-3DHE/OC
Kod produktu (producenta);S88-6E459-000SA
Kod produktu (producenta);11317-02-20G
Kod produktu (producenta);PCE-AX3000
Kod produktu (producenta);Archer T4U Plus(EU)
Kod produktu (producenta);0152502312
Kod produktu (producenta);TL-WN822N
Kod produktu (producenta);TL-WN881ND
Kod produktu (producenta);NKZ-0941
Kod produktu (producenta);BGW23
Kod produktu (producenta);BGW38
Kod produktu (producenta);EY2A010
Kod produktu (producenta);EY2A012
Kod produktu (producenta);EY2A013
Kod produktu (producenta);EY2A005
Kod produktu (producenta);EY2A006
Kod produktu (producenta);EY2A003
Kod produktu (producenta);KRX0016
Kod produktu (producenta);KRX0088
Kod produktu (producenta);KRX0007
Kod produktu (producenta);KRX0094
Kod produktu (producenta);B450 Pro4 R2.0
Kod produktu (producenta);Z490 PRO4
Kod produktu (producenta);A520M-A II
Kod produktu (producenta);90MB15Z0-M0EAY0
Kod produktu (producenta);TUF GAMING B450M-PLUS II
Kod produktu (producenta);H310M H 2.0
Kod produktu (producenta);100-100000148MPK
Kod produktu (producenta);100-100000031
Kod produktu (producenta);CP100-100000252BOX
Kod produktu (producenta);100-100000065BOX
Kod produktu (producenta);100-100000255
Kod produktu (producenta);100-100000063WOF
Kod produktu (producenta);100-100000651WOF
Kod produktu (producenta);100-100000910WOF
Kod produktu (producenta);100-000000254
Kod produktu (producenta);100-100000908WOF
Kod produktu (producenta);BX8070110100F
Kod produktu (producenta);BX8071512400F
Kod produktu (producenta);BX8070110400F
Kod produktu (producenta);BX8070110600KF
Kod produktu (producenta);CM8071504549231
Kod produktu (producenta);SPC317
Kod produktu (producenta);CO-9050076-WW
Kod produktu (producenta);EY7A010
Kod produktu (producenta);EY7A008
Kod produktu (producenta);EY7A009
Kod produktu (producenta);EY7A005
Kod produktu (producenta);EY7A006
Kod produktu (producenta);MAG A650BN
Kod produktu (producenta);MPG A1000G PCIE5
Kod produktu (producenta);MPG A850G PCIE5
Kod produktu (producenta);MPG Ai1300P PCIE5
Kod produktu (producenta);SPC197
Kod produktu (producenta);SPC252
Kod produktu (producenta);VCG20708STFMPB-O
Kod produktu (producenta);ALEG-710-1TCS
Kod produktu (producenta);ALEG-710-2TCS
Kod produktu (producenta);ALEG-800-1000GCS
Kod produktu (producenta);SLEG-900-1TCS
Kod produktu (producenta);ASU800SS-512GT-C
Kod produktu (producenta);AGAMMIXS11P-1TT-C
Kod produktu (producenta);100-100000926WOF
Kod produktu (producenta);DUAL-RTX4060-O8G
Kod produktu (producenta);GT730-SL-2GD5-BRK
Kod produktu (producenta);DUAL-RTX3050-O8G
Kod produktu (producenta);ROG-STRIX-LC-RX6900XT-016G
Kod produktu (producenta);PRIME B660M-K D4
Kod produktu (producenta);PRIME H510M-K
Kod produktu (producenta);PRIME H610M-K D4
Kod produktu (producenta);TUF GAMING B550-PLUS
Kod produktu (producenta);ASUS TUF GAMING A620M-PLUS WIFI
Kod produktu (producenta);AS40G-512GT-C
Kod produktu (producenta);S78-440L1G0-P83
Kod produktu (producenta);S78-440Q600-P83
Kod produktu (producenta);GV-N3050EAGLE OC-8GD
Kod produktu (producenta);GV-N3060WF2OC-12GD 2.0
Kod produktu (producenta);GV-N4060AORUS E-8GD
Kod produktu (producenta);GV-N4090GAMING OC-24GD
Kod produktu (producenta);GV-R78XTGAMING OC-16GD
Kod produktu (producenta);A520M S2H
Kod produktu (producenta);B450M K (rev. 1.0)
Kod produktu (producenta);RX560 PGE 4G
Kod produktu (producenta);ROG-STRIX-RX560-4G-V2-gaming
Kod produktu (producenta);TUF-GTX1650-4GD6-GAMING
Kod produktu (producenta);GeForce RTX 4060 VENTUS 2X BLACK 8G OC
Kod produktu (producenta);NE6406T019P1-1060D
Kod produktu (producenta);LNM620X001T-RNNNG
Kod produktu (producenta);NM620X002TRNNNG
Kod produktu (producenta);LNM790X001T-RNNNG
Kod produktu (producenta);Radeon™ RX 7900 XTX GAMING TRIO CLASSIC 24G
Kod produktu (producenta);GeForce RTX™ 4070 VENTUS 2X E 12G OC
Kod produktu (producenta);GeForce RTX 3050 GAMING X 8G
Kod produktu (producenta);MSI B560M PRO-E
Kod produktu (producenta);ROG STRIX Z790-F GAMING WIFI
Kod produktu (producenta);PRIME B450-PLUS
Kod produktu (producenta);PRIME H410M-K
Kod produktu (producenta);B450 AORUS M
Kod produktu (producenta);H310M S2
Kod produktu (producenta);Z490M GAMING X
Kod produktu (producenta);B450M-A PRO MAX
Kod produktu (producenta);M280CS2230-1TB-RB
Kod produktu (producenta);M280CS1030-1TB-RB
Kod produktu (producenta);M280CS2230-500
Kod produktu (producenta);M280CS1030-500-RB
Kod produktu (producenta);VCG407012TFXXPB1
Kod produktu (producenta);VCG4070T12TFXXPB1
Kod produktu (producenta);SP512GBP34A60M28
Kod produktu (producenta);SP001TBSS3A55S25
Kod produktu (producenta);KRX0022
Kod produktu (producenta);UM.QS1EE.001
Kod produktu (producenta);M716A
Kod produktu (producenta);90MP01A0-B0UA00
Kod produktu (producenta);K-LC-LK21-100
Kod produktu (producenta);EY5A074
Kod produktu (producenta);EY5A073
Kod produktu (producenta);EY5A001
Kod produktu (producenta);EY5A002
Kod produktu (producenta);EY5A008
Kod produktu (producenta);EY5A081
Kod produktu (producenta);EY5A080
Kod produktu (producenta);EY5A078
Kod produktu (producenta);EY5A079
Kod produktu (producenta);KRX0023
Kod produktu (producenta);KRX0024
Kod produktu (producenta);KRX0025
Kod produktu (producenta);SPG115
Kod produktu (producenta);LC-STARR-TWO
Kod produktu (producenta);90MP01L0-BMUA00
Kod produktu (producenta);90MP01J0-B0UA00
Kod produktu (producenta);M-5450/04
Kod produktu (producenta);LM-STARR-ONE
Kod produktu (producenta);MMC00M91200
Kod produktu (producenta);TAKMYS42427
Kod produktu (producenta);KRX0091
Kod produktu (producenta);21662
Kod produktu (producenta);CL-53
Kod produktu (producenta);CL-10
Kod produktu (producenta);CL-02
Kod produktu (producenta);CL-49
Kod produktu (producenta);TUF Gaming A1
Kod produktu (producenta);ACAR F5 2.5m czarna
Kod produktu (producenta);ACAR P7 1.5m czarna
Kod produktu (producenta);GPM1NB10
Kod produktu (producenta);90MP01M0-BPUA00
Kod produktu (producenta);90MP01C0-B0UA00
Kod produktu (producenta);P018
Kod produktu (producenta);MIS00QNR1RAA
Kod produktu (producenta);FQC-08918
Kod produktu (producenta);T5D-03539
Typ;Torba
Typ;Notebook
Typ;Ultrabook
Typ;Wewnętrzny
Typ;Zewnętrzny
Typ;Zewnętrzne
Typ;Midi tower
Typ;Mini tower
Typ;DDR4
Typ;DDR3
Typ;DDR5
Typ;Obudowa zewnętrzna
Typ;Przewodowa
Typ;Przewodowy
Typ;Bezprzewodowa
Typ;Przewodowe
Typ;DVI-D
Typ;HDMI - DVI-D
Typ;HDMI
Typ;CD / DVD
Przekątna ekranu;"15.6"""
Przekątna ekranu;15,6''
Przekątna ekranu;13,3''
Przekątna ekranu;14''
Przekątna ekranu;16''
Przekątna ekranu;13,4''
Przekątna ekranu;13,5''
Przekątna ekranu;14,1''
Przekątna ekranu;17,3''
Przekątna ekranu;15''
Przekątna ekranu;"14,4&#39;&#39;"
Przekątna ekranu;"10,51&#39;&#39;"
Przekątna ekranu;"12,45&#39;&#39;"
Przekątna ekranu;13''
Przekątna ekranu;"23.8"""
Przekątna ekranu;"27"""
Przekątna ekranu;23.8''
Przekątna ekranu;34''
Przekątna ekranu;"22"""
Przekątna ekranu;"21.5"""
Przekątna ekranu;"23.6"""
Przekątna ekranu;"48.8&#39;&#39;"
Przekątna ekranu;31.5''
Przekątna ekranu;"21.45&#39;&#39;"
Przekątna ekranu;"24.1"""
Przekątna ekranu;"28"""
Przekątna ekranu;"43"""
Przekątna ekranu;"32"""
Przekątna ekranu;24.5''
Przekątna ekranu;"23"""
Przekątna ekranu;25''
Przekątna ekranu;"40"""
Przekątna ekranu;"17"""
Przekątna ekranu;19.5''
Przekątna ekranu;"19"""
Przekątna ekranu;"24"""
Przekątna ekranu;"34.14&#39;&#39;"
Przekątna ekranu;"30"""
Przekątna ekranu;49''
Przekątna ekranu;38''
Przekątna ekranu;10.1''
Przekątna ekranu;22.5''
Przekątna ekranu;42.5''
Przekątna ekranu;"29"""
Przekątna ekranu;"55"""
Przekątna ekranu;"0"""
Przekątna ekranu;"44.5&#39;&#39;"
Kolor;Niebieski
Kolor;Czarny
Kolor;Szary
Kolor;Błękitny
Kolor;Platynowy
Kolor;Czarny • Srebrny
Kolor;Srebrny
Kolor;Grafitowy
Kolor;Czarny • Grafitowy
Kolor;Różowy
Kolor;czarny
Kolor;Biały
Kolor;Czerwony
Kolor;Nie dotyczy
Kolor;Tytanowy
Kolor;Aluminiowy • Czarny
Kolor;Przezroczysty
Kolor;Czarny • Stalowy
Kolor;Biały • Czerwony
Kolor;Czarny • Czerwony
Kolor;Czarny • Szary
Kolor;Biały • Czarny
Kolor;Czarno-wielokolorowy
Kolor;Czarno-zielony
Rączka;Tak
Pasek na ramię;Tak
Zewnętrzne kieszenie;Tak
Materiał;Nylon
Materiał;Tworzywo sztuczne
Materiał;Tkanina
Materiał;Guma
Materiał;Skóra ekologiczna
Dedykowany model;Toshiba
Dedykowany model;Uniwersalny
Moc;90 W
Moc;65 W
Napięcie prądu wyjściowego;19 V
Napięcie prądu wyjściowego;18.5 V / 19 V / 19.5 V / 20 V
Typ opakowania;BOX
Typ opakowania;OEM
Natężenie prądu wyjściowego;3.5 A
Wymiary końcówki ładowania;4.8x1.7x12.5mm (HP), 5.5x2.5x12.5mm (Acer), 5.0x3.2x12mm (Samsung), 6.5x4.3x12.5mm (Sony), 5.5x1.7x12.5mm (Acer), 7.4x5.0x12.5mm pin 0.6 (HP), 7.4x5.0x13.5mm (Dell), 11x4.2mm (Lenovo)
Liczba rdzeni;4
Liczba rdzeni;10
Liczba rdzeni;6
Liczba rdzeni;2
Liczba rdzeni;5
Liczba rdzeni;12
Liczba rdzeni;14
Liczba rdzeni;8
Liczba rdzeni;16
Liczba rdzeni;24
Intel vPro;Nie
Intel vPro;Tak
Bluetooth;4.2
Bluetooth;5.3
Bluetooth;1.0
Bluetooth;5.1
Bluetooth;Nie
Bluetooth;Tak
Liczba wątków;4
Liczba wątków;12
Liczba wątków;8
Liczba wątków;6
Liczba wątków;16
Liczba wątków;20
Liczba wątków;2
Liczba wątków;24
Liczba wątków;32
Rodzina procesora;Intel Celeron
Rodzina procesora;Intel Pentium Silver
Rodzina procesora;Intel Core i5
Rodzina procesora;Intel Core i3
Rodzina procesora;Intel Core i7
Rodzina procesora;Intel Core i9
Rodzina procesora;AMD Ryzen 3
Rodzina procesora;AMD Ryzen 7
Rodzina procesora;AMD Ryzen 5
Rodzina procesora;Intel Celeron Dual Core
Rodzina procesora;AMD Ryzen
Rodzina procesora;Snapdragon 8cx
Rodzina procesora;Intel Celeron Quad Core
Rodzina procesora;Intel Celeron • Intel Core i3 • Intel Core i5 • Intel Core i7 • Intel Core i9 • Intel Pentium
Rodzina procesora;AMD Ryzen 9
Rodzina procesora;Bez procesora
Rodzina procesora;Intel Core
Rodzina procesora;AMD Ryzen • AMD Ryzen 5 • AMD Ryzen 7 • AMD Ryzen 9
Rodzina procesora;AMD Ryzen 5 • AMD Ryzen 7 • AMD Ryzen 9
Rodzina procesora;Intel Core i3 • Intel Core i5 • Intel Core i7
Rodzina procesora;Intel Celeron • Intel Core • Intel Pentium
Rodzina procesora;Intel Celeron • Intel Core • Intel Pentium Gold
Rodzina procesora;Intel Celeron • Intel Core i3 • Intel Core i5 • Intel Core i7 • Intel Core i9 • Intel Pentium Gold
Rodzina procesora;Intel Celeron D • Intel Core i3 • Intel Core i5 • Intel Core i7 • Intel Core i9 • Intel Pentium
Rodzina procesora;Intel Core i3 • Intel Core i5 • Intel Core i7 • Intel Core i9
Rodzina procesora;AMD Epyc
Rodzina procesora;AMD Athlon X4 • AMD Ryzen
Taktowanie procesora;1.1 GHz
Taktowanie procesora;3 GHz
Taktowanie procesora;3.3 GHz
Taktowanie procesora;3.5 GHz
Taktowanie procesora;2.7 GHz
Taktowanie procesora;3.4 GHz
Taktowanie procesora;3.7 GHz
Taktowanie procesora;0 Hz
Taktowanie procesora;4.6 GHz
Taktowanie procesora;2 GHz
Taktowanie procesora;4.5 GHz
Taktowanie procesora;2.3 GHz
Taktowanie procesora;1.3 GHz
Taktowanie procesora;1.2 GHz
Taktowanie procesora;2.4 GHz
Taktowanie procesora;1.7 GHz
Taktowanie procesora;2.9 GHz
Taktowanie procesora;3.2 GHz
Taktowanie procesora;3.6 GHz
Taktowanie procesora;4 GHz
Taktowanie procesora;3.8 GHz
Taktowanie procesora;3.9 GHz
Taktowanie procesora;4.7 GHz
Taktowanie procesora;4.2 GHz
Taktowanie procesora;4.4 GHz
Taktowanie procesora;2.6 GHz
Taktowanie procesora;2.5 GHz
Taktowanie procesora;2.1 GHz
Cache L3;4 MB
Cache L3;12 MB
Cache L3;10 MB
Cache L3;6 MB
Cache L3;18 MB
Cache L3;24 MB
Cache L3;8 MB
Cache L3;16 MB
Cache L3;brak
Cache L3;32 MB
Cache L3;96 MB
Cache L3;64 MB
Cache L3;128 MB
Cache L3;20 MB
Cache L3;25 MB
Cache L3;30 MB
Cache L3;36 MB
Taktowanie (Boost);2.8 GHz
Taktowanie (Boost);3.3 GHz
Taktowanie (Boost);4.6 GHz
Taktowanie (Boost);4.7 GHz
Taktowanie (Boost);4.5 GHz
Taktowanie (Boost);5 GHz
Taktowanie (Boost);5.2 GHz
Taktowanie (Boost);4.8 GHz
Taktowanie (Boost);4.1 GHz
Taktowanie (Boost);5.4 GHz
Taktowanie (Boost);4.4 GHz
Taktowanie (Boost);4.5 Hz
Taktowanie (Boost);4.3 GHz
Taktowanie (Boost);4.9 GHz
Taktowanie (Boost);5.1 GHz
Taktowanie (Boost);3.9 GHz
Taktowanie (Boost);4.2 GHz
Taktowanie (Boost);4 GHz
Taktowanie (Boost);5.3 GHz
Taktowanie (Boost);5.6 GHz
Taktowanie (Boost);5.7 GHz
Taktowanie (Boost);3.4 GHz
Taktowanie (Boost);5.5 GHz
Taktowanie (Boost);5.8 GHz
Taktowanie (Boost);6 GHz
Obsługa ECC;Nie
Obsługa ECC;Tak
Pozostałe informacje o procesorze;Intel Celeron N5100
Pozostałe informacje o procesorze;Intel Pentium Silver N6000
Pozostałe informacje o procesorze;Intel Core i5-1335U
Pozostałe informacje o procesorze;Intel Core i5-1345U
Pozostałe informacje o procesorze;Intel Core i3-1315U
Pozostałe informacje o procesorze;Intel Core i7-1355U
Pozostałe informacje o procesorze;Intel Core i7-1365U
Pozostałe informacje o procesorze;Intel Core i7-1265U
Pozostałe informacje o procesorze;Intel Core i3-1115G4
Pozostałe informacje o procesorze;Intel Core i3-1305U
Pozostałe informacje o procesorze;Intel Core i7-1250U
Pozostałe informacje o procesorze;Intel Core i7-1360P
Pozostałe informacje o procesorze;Intel Core i9-13900H
Pozostałe informacje o procesorze;Intel Core i5-1235U
Pozostałe informacje o procesorze;Intel Core i3-1215U
Pozostałe informacje o procesorze;AMD Ryzen 3 5425U
Pozostałe informacje o procesorze;Intel Core i7-1370P
Pozostałe informacje o procesorze;Intel Core i5-1350P
Pozostałe informacje o procesorze;AMD Ryzen 7 7730U
Pozostałe informacje o procesorze;Intel Core i7-1255U
Pozostałe informacje o procesorze;AMD Ryzen 5 7530U
Pozostałe informacje o procesorze;Intel Core i5-1340P
Pozostałe informacje o procesorze;AMD Ryzen 5 PRO 7530U (6C / 12T, 2.0 / 4.5GHz, 3MB L2 / 16MB L3)
Pozostałe informacje o procesorze;AMD Ryzen 5 PRO 7530U
Pozostałe informacje o procesorze;AMD Ryzen 7 PRO 7730U
Pozostałe informacje o procesorze;AMD Ryzen 7 PRO 5875U
Pozostałe informacje o procesorze;AMD Ryzen 5 PRO 5675U
Pozostałe informacje o procesorze;AMD Ryzen 3 7320U
Pozostałe informacje o procesorze;Intel Core i5-12500H
Pozostałe informacje o procesorze;AMD Ryzen 5 PRO 6650U
Pozostałe informacje o procesorze;AMD Ryzen 5 PRO 7540U
Pozostałe informacje o procesorze;AMD Ryzen 7 PRO 7840U
Pozostałe informacje o procesorze;Intel Core i7-1260P
Pozostałe informacje o procesorze;Intel Core i9-12900H
Pozostałe informacje o procesorze;Qualcomm Snapdragon 8cx Gen 3
Pozostałe informacje o procesorze;Intel Celeron J4125
Pozostałe informacje o procesorze;Intel Core i5-1245U
Pozostałe informacje o procesorze;Intel Core i7-13800H
Pozostałe informacje o procesorze;Intel Core i3-10100Y
Pozostałe informacje o procesorze;Intel Core i7-11370H
Pozostałe informacje o procesorze;Intel Core i5-1135G7
Rozdzielczość;1920 x 1080 (FHD 1080)
Rozdzielczość;1920 x 1280
Rozdzielczość;1920 x 1200 (WUXGA)
Rozdzielczość;2560 x 1600 (WQXGA)
Rozdzielczość;3840 x 2400
Rozdzielczość;3456 x 2160
Rozdzielczość;2880 x 1800
Rozdzielczość;3000 x 2000
Rozdzielczość;2256 x 1504
Rozdzielczość;2496 x 1664
Rozdzielczość;2400 x 1600
Rozdzielczość;1536 x 1024
Rozdzielczość;2880 x 1920
Rozdzielczość;1920 x 1080 (FullHD)
Rozdzielczość;7000 DPI
Rozdzielczość;16000 DPI
Rozdzielczość;1000 DPI
Rozdzielczość;1200/1600/2400/3200 DPI
Rozdzielczość;800/1200/1600 DPI
Rozdzielczość;2560 x 1440
Rozdzielczość;3840 x 2160
Rozdzielczość;3440 x 1440
Rozdzielczość;3840 x 1080
Rozdzielczość;1920 x 550
Rozdzielczość;102 x 80
Rozdzielczość;5120 x 2160
Rozdzielczość;1280 x 1024 (SXGA)
Rozdzielczość;1600 x 900 (HD+)
Rozdzielczość;5120 x 1440
Rozdzielczość;3840 x 1600
Rozdzielczość;1280 x 800 (WXGA)
Rozdzielczość;2560 x 1080
Rozdzielczość;5120 x 2880
Powierzchnia matrycy;Matowa
Powierzchnia matrycy;Błyszcząca
Powierzchnia matrycy;Błyszcząca • Matowa
Technologia podświetlania;Diody LED
Technologia podświetlania;Lampy  CCFL
Ekran dotykowy;Nie
Ekran dotykowy;Tak
Model karty graficznej;Intel UHD Graphics
Model karty graficznej;Intel Iris Xe
Model karty graficznej;GeForce MX550
Model karty graficznej;GeForce RTX 4070
Model karty graficznej;Radeon
Model karty graficznej;Intel HD Graphics
Model karty graficznej;Radeon 740M
Model karty graficznej;Radeon 780M
Model karty graficznej;GeForce RTX 3080 Ti
Model karty graficznej;Adreno 690
Model karty graficznej;GeForce RTX 4050
Model karty graficznej;GeForce RTX 3050 Ti
Model karty graficznej;GPU ASUS RTX 3060 Ti DUAL OC 8GB GDDR6X
Model karty graficznej;MSI RTX 3060 VENTUS 2X OC 12GB GDDR6
Model karty graficznej;ASUS RTX 3060 Ti DUAL OC V2 8GB GDDR6X
Model karty graficznej;MSI RTX 3060 VENTUS 2X OC 12G
Model karty graficznej;Zintegrowana Radeon Vega 7
Model karty graficznej;ASUS GTX1650 TUF GAMING 4GB GDDR6
Model karty graficznej;Asus RX 6700 XT DUAL OC 12GB
Model karty graficznej;ASUS RTX3060 Ti DUAL OC 8GB GDDR6X
Model karty graficznej;ASUS RX 6700 XT TUF GAMING OC
Model karty graficznej;ASUS RTX 3060TI DUAL OC GDDR6X
Model karty graficznej;Zotac GTX1660 Super
Model karty graficznej;Gigabyte GTX1660 Super D6
Model karty graficznej;ASUS RTX 3050 DUAL OC 8GB
Model karty graficznej;ASUS RTX 3060 Ti GDDR6X DUAL GAMING 8GB OC LHR ( DUAL-RTX3060TI-O8GD6X )
Model karty graficznej;ASUS RTX 3060 DUAL OC 12G V2
Model karty graficznej;ASUS RTX 3060 DUAL 8G OC WHITE
Model karty graficznej;MSI RTX 4070 Ti VENTUS OC
Model karty graficznej;ASUS RTX3060 TUF GAMING 12GB OC
Model karty graficznej;MSI RTX 3060TI VENTUS OC 8GB GDDR6X
Model karty graficznej;MSI RTX 4060 Ti VENTUS 2X BLACK OC 8GB GDDR6
Producent chipsetu;Intel
Producent chipsetu;NVIDIA
Producent chipsetu;AMD
Producent chipsetu;nVidia
Producent chipsetu;AMD Radeon
Zainstalowana pamięć RAM;8 GB
Zainstalowana pamięć RAM;16 GB
Zainstalowana pamięć RAM;32 GB
Zainstalowana pamięć RAM;4 GB
Maks. wielkość pamięci;16 GB
Maks. wielkość pamięci;8 GB
Maks. wielkość pamięci;64 GB
Maks. wielkość pamięci;32 GB
Maks. wielkość pamięci;40 GB
Maks. wielkość pamięci;32 KB
Maks. wielkość pamięci;96 GB
Maks. wielkość pamięci;128
Maks. wielkość pamięci;128 GB
Maks. wielkość pamięci;192 GB
Maks. wielkość pamięci;0 KB
Liczba obsadzonych gniazd pamięci;1
Liczba obsadzonych gniazd pamięci;2
Rodzaj pamięci;DDR4
Rodzaj pamięci;SODIMM DDR4
Rodzaj pamięci;LPDDR5
Rodzaj pamięci;SODIMM DDR5
Rodzaj pamięci;LPDDR4
Rodzaj pamięci;On-board DDR4
Rodzaj pamięci;On-board DDR4 • SODIMM DDR4
Rodzaj pamięci;DDR5
Rodzaj pamięci;On-board DDR5
Rodzaj pamięci;LPDDR5x
Rodzaj pamięci;LPDDR4X
Rodzaj pamięci;DDR1
Rodzaj pamięci;LPDDR3
Rodzaj pamięci;DDR2
Rodzaj pamięci;DDR3
Rodzaj pamięci;DDR6
Rodzaj pamięci;DDR6X
Typ dysku;SSD
Typ dysku;eMMC
Typ dysku;HDD • SSD
Pojemność SSD;256 GB
Pojemność SSD;512 GB
Pojemność SSD;1 TB
Pojemność SSD;128 GB
Interfejs dysku SSD;PCI-Express
Interfejs dysku SSD;M.2
Napęd optyczny;Brak
Komunikacja;Bluetooth • LAN 10/100/1000 • WiFi 802.11 ac
Komunikacja;Bluetooth • WiFi 802.11 ax
Komunikacja;Bluetooth • LAN 10/100/1000 • WiFi 802.11 ax
Komunikacja;Bluetooth • Modem 4G (LTE) • WiFi 802.11 ax
Komunikacja;Bluetooth • Modem 5G • WiFi 802.11 ax
Komunikacja;Bluetooth • WiFi 802.11 a/b/g/n/ac
